11354099	21898658	3330	VAL	16832254
11335693	21880873	9350	VAL	16850224
11327805	21873218	12077	VAL	16588020
11374922	21918822	286009	VAL	16373090
10158498	20727140	312255	VAL	16423370
8547519	19035462	442284	DEC	15722175
11300592	21846876	457490	VAL	15638488
9597022	20175600	468866	IMM	16394321
11153237	21704154	472648	OOS	16870740
11380903	21924640	496025	VAL	16869186
11375836	21919705	506666	VAL	16654872
8565774	19059492	509552	OOS	15740430
11337957	21883065	510457	VAL	16890141
8558058	19049348	523180	OOS	15638620
11330740	21876062	525739	VAL	16915176
8891576	19468491	528500	DEC	16066232
9433681	20015330	538409	OOC	16332168
11371896	21915889	545717	VAL	16879151
10426961	20992121	549221	VAL	16667789
11153241	21704158	557326	INC	16870743
10633577	21198817	558246	VAL	16427233
11361820	21906146	567005	VAL	16725635
10752558	21314823	568933	OOS	16767060
11059328	21613136	570867	REL	16846958
10982655	21538701	574570	REL	16826815
11192998	21742666	578131	VAL	16880724
11370406	21914456	579449	VAL	16541534
10572593	21135085	585128	IMM	16711537
8564307	19057564	591025	OOS	15738963
11301378	21847628	598760	VAL	16907866
10037816	20608322	602341	INC	16520422
11339696	21884748	607156	VAL	16882692
10992232	21547980	614235	VAL	16785435
10769773	21331638	614385	UNK	16771974
11360466	21904822	633644	VAL	16882952
11348791	21893543	636145	VAL	16919443
11382176	21925892	640218	VAL	16312902
10370069	20936688	642452	VAL	16592648
11357976	21902414	645874	VAL	16377151
11318116	21863830	647830	VAL	16779289
11333718	21878964	648613	VAL	16710714
9967846	20539796	654194	INC	16518441
11336401	21881564	656458	VAL	16900971
11268202	21815554	658233	VAL	16589007
11337516	21882646	658581	VAL	16617540
10282862	20851255	660060	INC	16512595
11153257	21704174	661634	INC	16870750
10658185	21222780	663593	VAL	16732598
11350954	21895629	665688	VAL	15742497
11207046	21756210	670244	VAL	16793317
11260010	21807606	671309	VAL	16878344
9396160	19978439	675895	VAL	16273598
11378853	21922636	678891	VAL	16622629
9205554	19791560	682224	OOS	16254488
